label_variant,panel_id,system_id,stratum,episode_count,compatibility_note,metrics_calls_mean,metrics_calls_median,metrics_calls_n,metrics_calls_p90,metrics_calls_q1,metrics_calls_q3,metrics_completion_tokens_mean,metrics_completion_tokens_median,metrics_completion_tokens_n,metrics_completion_tokens_p90,metrics_completion_tokens_q1,metrics_completion_tokens_q3,metrics_latency_s_mean,metrics_latency_s_median,metrics_latency_s_n,metrics_latency_s_p90,metrics_latency_s_q1,metrics_latency_s_q3,metrics_prompt_tokens_mean,metrics_prompt_tokens_median,metrics_prompt_tokens_n,metrics_prompt_tokens_p90,metrics_prompt_tokens_q1,metrics_prompt_tokens_q3,metrics_tool_executions_mean,metrics_tool_executions_median,metrics_tool_executions_n,metrics_tool_executions_p90,metrics_tool_executions_q1,metrics_tool_executions_q3,metrics_total_tokens_mean,metrics_total_tokens_median,metrics_total_tokens_n,metrics_total_tokens_p90,metrics_total_tokens_q1,metrics_total_tokens_q3,registered_episodes,source_id
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:computational
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:counterexample_solver
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:direct
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:direct:2
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:direct:2:tool_corrected
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:direct:3
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:direct:4
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:direct:5
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:direct:tool_corrected
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:examiner
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:examiner:tool_corrected
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:repair
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:repair:tool_corrected
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:rigorous
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:rigorous:tool_corrected
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,mathgoal_final
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,mathgoal_verifier
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,1.3336666666630965,0.8290000000270084,3,2.0658000000054018,0.8129999999946449,1.6020000000135042,,,0,,,,1.0,1.0,3,1.0,1.0,1.0,,,0,,,,25,tool_role:algebra_solver
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.9137499999778811,0.8279999999795109,4,1.1057999999902677,0.8042499999719439,0.9374999999854481,,,0,,,,1.0,1.0,4,1.0,1.0,1.0,,,0,,,,25,tool_role:alternative
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.7970000000204891,0.7970000000204891,1,0.7970000000204891,0.7970000000204891,0.7970000000204891,,,0,,,,1.0,1.0,1,1.0,1.0,1.0,,,0,,,,25,tool_role:analysis_solver
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.8436666666627085,0.7735000000102445,6,1.389999999984866,0.7387499999895226,0.9957499999873107,,,0,,,,1.0,1.0,6,1.0,1.0,1.0,,,0,,,,25,tool_role:computational
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.7030000000377186,0.7030000000377186,1,0.7030000000377186,0.7030000000377186,0.7030000000377186,,,0,,,,1.0,1.0,1,1.0,1.0,1.0,,,0,,,,25,tool_role:counterexample_solver
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.7781875000000582,0.7884999999951106,16,0.8985000000102445,0.7769999999582069,0.8439999999973224,,,0,,,,1.0,1.0,16,1.0,1.0,1.0,,,0,,,,25,tool_role:direct
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.7958749999997963,0.7815000000118744,16,0.8669999999983702,0.7657500000059372,0.8125000000145519,,,0,,,,1.0,1.0,16,1.0,1.0,1.0,,,0,,,,25,tool_role:direct:2
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.72961538461431,0.7820000000065193,13,0.8505999999935739,0.75,0.8119999999762513,,,0,,,,1.0,1.0,13,1.0,1.0,1.0,,,0,,,,25,tool_role:direct:3
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.8170000000032954,0.7970000000204891,13,0.9188000000081956,0.7809999999590218,0.875,,,0,,,,1.0,1.0,13,1.0,1.0,1.0,,,0,,,,25,tool_role:direct:4
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.7341666666664727,0.8119999999762513,12,0.8407999999879394,0.7459999999991851,0.8120000000344589,,,0,,,,1.0,1.0,12,1.0,1.0,1.0,,,0,,,,25,tool_role:direct:5
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.6718571428625312,0.7339999999967404,7,1.1284000000334347,0.3669999999983702,0.8280000000086147,,,0,,,,1.0,1.0,7,1.0,1.0,1.0,,,0,,,,25,tool_role:examiner
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.9767499999870779,0.7814999999827705,4,1.3391999999876136,0.7772499999700813,0.9809999999997672,,,0,,,,1.0,1.0,4,1.0,1.0,1.0,,,0,,,,25,tool_role:repair
deterministic,mathgoal-standard,mathgoal,standard,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.8261249999923166,0.7580000000016298,8,0.9733999999938532,0.7459999999991851,0.8397499999846332,,,0,,,,1.0,1.0,8,1.0,1.0,1.0,,,0,,,,25,tool_role:rigorous
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:algebra_solver
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:alternative
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:analysis_solver
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:computational
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:computational:tool_corrected
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:counterexample_solver
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:direct
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:direct:2
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:direct:3
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:direct:4
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:direct:5
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:examiner
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:optimization_solver
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:optimization_solver:tool_corrected
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:repair
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:repair:tool_corrected
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:rigorous
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,candidate_role:rigorous:tool_corrected
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,mathgoal_final
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,mathgoal_verifier
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,tool_role:algebra_solver
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,1.0000000000194025,1.0630000000819564,3,1.1126000000163914,0.9375000000291038,1.0940000000409782,,,0,,,,1.0,1.0,3,1.0,1.0,1.0,,,0,,,,25,tool_role:alternative
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.8904999999795109,0.8904999999795109,2,0.9652999999467283,0.84375,0.9372499999590218,,,0,,,,1.0,1.0,2,1.0,1.0,1.0,,,0,,,,25,tool_role:analysis_solver
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,1.198714285706436,0.8290000000270084,7,2.4403999999514783,0.8124999999708962,1.7105000000155997,,,0,,,,1.0,1.0,7,1.0,1.0,1.0,,,0,,,,25,tool_role:computational
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.8173333333300737,0.7029999999795109,3,0.9902000000234693,0.6949999999778811,0.8825000000069849,,,0,,,,1.0,1.0,3,1.0,1.0,1.0,,,0,,,,25,tool_role:counterexample_solver
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,tool_role:direct
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,tool_role:direct:2
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,tool_role:direct:3
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,25,tool_role:direct:4
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,1.0150000000139698,1.0150000000139698,1,1.0150000000139698,1.0150000000139698,1.0150000000139698,,,0,,,,1.0,1.0,1,1.0,1.0,1.0,,,0,,,,25,tool_role:direct:5
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.9059999999590218,0.9059999999590218,2,1.005999999959022,0.8434999999590218,0.9684999999590218,,,0,,,,1.0,1.0,2,1.0,1.0,1.0,,,0,,,,25,tool_role:examiner
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,0.7815000000118744,0.7815000000118744,2,0.8434999999997672,0.7427500000194414,0.8202500000043074,,,0,,,,1.0,1.0,2,1.0,1.0,1.0,,,0,,,,25,tool_role:optimization_solver
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,2.0418888888929763,0.875,9,4.7565999999758795,0.7350000000442378,2.25,,,0,,,,1.0,1.0,9,1.0,1.0,1.0,,,0,,,,25,tool_role:repair
deterministic,mathgoal-hard,mathgoal,hard_gt_5,25,Cost is comparable across systems only when instrumentation units and budget conditions match.,,,0,,,,,,0,,,,2.6287500000034925,0.8595000000204891,4,5.887100000015927,0.7930000000051223,2.6952500000188593,,,0,,,,1.0,1.0,4,1.0,1.0,1.0,,,0,,,,25,tool_role:rigorous
